index,atr,atr_is_zero,model_score,model_score_low,low_last,median_last,high_last,predicted_up,regime,raw_score,action,confidence
41,0.049999999999999524,False,0.12591761184295933,True,16.27953815460205,16.417272567749023,16.555006980895996,True,neutral,0.0,HOLD,0.0
42,0.0533333333333322,False,0.04313082363450016,True,16.33415699005127,16.47023582458496,16.606314659118652,True,neutral,0.0,HOLD,0.0
43,0.04666666666666567,False,0.09344330753223198,True,16.322811126708984,16.44403839111328,16.565265655517578,True,neutral,0.0,HOLD,0.0
44,0.043333333333333,False,0.14986884226507372,True,16.345046997070312,16.454429626464844,16.563812255859375,True,neutral,0.0,HOLD,0.0
45,0.04333333333333419,False,0.15565674101641108,True,16.35452175140381,16.465740203857422,16.576958656311035,True,neutral,0.0,HOLD,0.0
46,0.03666666666666766,False,0.19036201629291544,True,16.364676475524902,16.472917556762695,16.58115863800049,True,neutral,0.0,HOLD,0.0
47,0.040000000000001514,False,0.20651746135842633,True,16.32901096343994,16.429901123046875,16.53079128265381,True,neutral,0.0,HOLD,0.0
48,0.040000000000000334,False,0.08216097139508538,True,16.31899070739746,16.415191650390625,16.51139259338379,True,neutral,0.0,HOLD,0.0
49,0.05333333333333338,False,0.06386362706230568,True,16.288960456848145,16.40350914001465,16.518057823181152,True,neutral,0.0,HOLD,0.0
50,0.049999999999999524,False,0.03268846766971689,True,16.281764030456543,16.380081176757812,16.478398323059082,True,neutral,0.0,HOLD,0.0
51,0.05333333333333338,False,0.051154546441015226,True,16.30504608154297,16.40976905822754,16.51449203491211,True,neutral,0.0,HOLD,0.0
52,0.046666666666666856,False,0.08143731579545452,True,16.288312911987305,16.388925552368164,16.489538192749023,True,neutral,0.0,HOLD,0.0
53,0.05666666666666723,False,0.05462610517110254,True,16.23653507232666,16.353439331054688,16.470343589782715,True,neutral,0.0,HOLD,0.0
54,0.05000000000000071,False,0.041602026822945386,True,16.24649715423584,16.355148315429688,16.463799476623535,True,neutral,0.0,HOLD,0.0
55,0.043333333333333,False,0.041629721431581355,True,16.241374969482422,16.35384178161621,16.46630859375,True,neutral,0.0,HOLD,0.0
56,0.0266666666666661,False,0.1093192984518528,True,16.255934715270996,16.364702224731445,16.473469734191895,True,neutral,0.0,HOLD,0.0
57,0.026666666666664913,False,0.1158078846315578,True,16.26448154449463,16.383371353149414,16.5022611618042,True,neutral,0.0,HOLD,0.0
58,0.023333333333332245,False,0.1484221056363467,True,16.253138542175293,16.3603458404541,16.46755313873291,True,neutral,0.0,HOLD,0.0
59,0.033333333333332625,False,0.09266148002709344,True,16.272772789001465,16.396249771118164,16.519726753234863,True,neutral,0.0,HOLD,0.0
60,0.04333333333333419,False,0.13607557202159284,True,16.296446800231934,16.420133590698242,16.54382038116455,True,neutral,0.0,HOLD,0.0
61,0.06000000000000109,False,0.15324845055934885,True,16.291077613830566,16.399383544921875,16.507689476013184,True,neutral,0.0,HOLD,0.0
62,0.05666666666666842,False,0.13671205632842753,True,16.295116424560547,16.393505096435547,16.491893768310547,True,neutral,0.0,HOLD,0.0
63,0.04666666666666804,False,0.1724087797737492,True,16.307790756225586,16.40620994567871,16.504629135131836,True,neutral,0.0,HOLD,0.0
64,0.033333333333333805,False,0.1650781751839531,True,16.32440757751465,16.416736602783203,16.509065628051758,True,neutral,0.0,HOLD,0.0
65,0.03999999999999915,False,0.05877983487561902,True,16.33053493499756,16.427637100219727,16.524739265441895,True,neutral,0.0,HOLD,0.0
66,0.043333333333331815,False,0.07476621921243157,True,16.34298610687256,16.438629150390625,16.53427219390869,True,neutral,0.0,HOLD,0.0
67,0.03999999999999915,False,0.1339169962088007,True,16.33793830871582,16.422060012817383,16.506181716918945,True,neutral,0.0,HOLD,0.0
68,0.0266666666666661,False,0.1207564058800262,True,16.348785400390625,16.437286376953125,16.525787353515625,True,neutral,0.0,HOLD,0.0
69,0.023333333333332245,False,0.0776834799123586,True,16.34893226623535,16.45180320739746,16.55467414855957,True,neutral,0.0,HOLD,0.0
70,0.03666666666666648,False,0.05945752088345785,True,16.326047897338867,16.419530868530273,16.51301383972168,True,neutral,0.0,HOLD,0.0
71,0.040000000000000334,False,0.028576603788025224,True,16.324800491333008,16.418943405151367,16.513086318969727,True,neutral,0.0,HOLD,0.0
72,0.04333333333333537,False,0.07352168731338699,True,16.3409366607666,16.433958053588867,16.526979446411133,True,neutral,0.0,HOLD,0.0
73,0.030000000000001137,False,0.07538382384688597,True,16.338139533996582,16.434904098510742,16.531668663024902,True,neutral,0.0,HOLD,0.0
74,0.030000000000001137,False,0.025929523733318756,True,16.321359634399414,16.415403366088867,16.50944709777832,True,neutral,0.0,HOLD,0.0
75,0.026666666666667282,False,0.06746764330199764,True,16.32873249053955,16.426054000854492,16.523375511169434,True,neutral,0.0,HOLD,0.0
76,0.026666666666667282,False,0.10842817141223018,True,16.334535598754883,16.43016815185547,16.525800704956055,True,neutral,0.0,HOLD,0.0
77,0.029999999999999954,False,0.06256932863173405,True,16.35309886932373,16.455856323242188,16.558613777160645,True,neutral,0.0,HOLD,0.0
78,0.029999999999999954,False,0.07319820006702775,True,16.362548828125,16.455162048339844,16.547775268554688,True,neutral,0.0,HOLD,0.0
79,0.023333333333333428,False,0.10243713808210748,True,16.370351791381836,16.451974868774414,16.533597946166992,True,neutral,0.0,HOLD,0.0
